timestamp,elapsed_s,frame_no,class_name,confidence,should_spray,primary_zone,spray_duration_ms,bbox_x,bbox_y,bbox_w,bbox_h,inference_ms
2026-02-24T16:57:46.649,1.47,135,early_blight,0.9785,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.659,1.48,136,early_blight,0.9373,True,,0,0,0,0,0,9.4
2026-02-24T16:57:46.678,1.5,137,early_blight,0.7007,True,,0,0,0,0,0,17.4
2026-02-24T16:57:46.691,1.52,138,late_blight,0.5416,False,,0,0,0,0,0,12.7
2026-02-24T16:57:46.701,1.53,139,early_blight,0.9999,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.712,1.54,140,early_blight,0.8693,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.722,1.55,141,early_blight,0.8853,True,,0,0,0,0,0,9.4
2026-02-24T16:57:46.732,1.56,142,late_blight,0.8229,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.743,1.57,143,early_blight,0.9796,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.753,1.58,144,early_blight,0.8799,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.763,1.59,145,early_blight,0.7389,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.773,1.6,146,early_blight,0.593,False,,0,0,0,0,0,9.4
2026-02-24T16:57:46.784,1.61,147,early_blight,0.9635,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.794,1.62,148,early_blight,0.8121,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.804,1.63,149,early_blight,0.957,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.816,1.64,150,late_blight,0.7991,True,,0,0,0,0,0,11.1
2026-02-24T16:57:46.827,1.65,151,early_blight,0.9602,True,,0,0,0,0,0,9.8
2026-02-24T16:57:46.837,1.66,152,early_blight,0.9952,True,,0,0,0,0,0,9.4
2026-02-24T16:57:46.847,1.67,153,early_blight,0.999,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.857,1.68,154,early_blight,0.9953,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.868,1.69,155,early_blight,0.997,True,,0,0,0,0,0,9.8
2026-02-24T16:57:46.879,1.7,156,early_blight,0.9976,True,,0,0,0,0,0,10.7
2026-02-24T16:57:46.890,1.72,157,early_blight,0.9512,True,,0,0,0,0,0,10.1
2026-02-24T16:57:46.900,1.73,158,early_blight,0.999,True,,0,0,0,0,0,9.4
2026-02-24T16:57:46.911,1.74,159,early_blight,0.6845,False,,0,0,0,0,0,9.7
2026-02-24T16:57:46.921,1.75,160,early_blight,0.9835,True,,0,0,0,0,0,9.5
2026-02-24T16:57:46.932,1.76,161,late_blight,0.7948,True,,0,0,0,0,0,9.7
2026-02-24T16:57:46.942,1.77,162,early_blight,0.9986,True,,0,0,0,0,0,9.6
2026-02-24T16:57:46.953,1.78,163,early_blight,0.9999,True,,0,0,0,0,0,9.9
2026-02-24T16:57:46.963,1.79,164,early_blight,0.6354,False,,0,0,0,0,0,9.6
2026-02-24T16:57:46.974,1.8,165,late_blight,0.5789,False,,0,0,0,0,0,9.5
2026-02-24T16:57:46.985,1.81,166,early_blight,0.5334,False,,0,0,0,0,0,10.1
2026-02-24T16:57:46.996,1.82,167,early_blight,0.9816,True,,0,0,0,0,0,10.3
2026-02-24T16:57:47.007,1.83,168,early_blight,0.9963,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.017,1.84,169,early_blight,0.9995,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.027,1.85,170,early_blight,0.8992,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.037,1.86,171,early_blight,0.9799,True,,0,0,0,0,0,9.3
2026-02-24T16:57:47.048,1.87,172,early_blight,0.9684,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.058,1.88,173,early_blight,0.9985,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.068,1.89,174,early_blight,0.9273,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.079,1.9,175,early_blight,0.8173,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.089,1.91,176,early_blight,0.996,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.099,1.92,177,early_blight,0.595,False,,0,0,0,0,0,9.6
2026-02-24T16:57:47.111,1.94,178,early_blight,0.871,True,,0,0,0,0,0,11.3
2026-02-24T16:57:47.122,1.95,179,early_blight,0.5429,False,,0,0,0,0,0,9.5
2026-02-24T16:57:47.133,1.96,180,early_blight,0.9897,True,,0,0,0,0,0,9.9
2026-02-24T16:57:47.143,1.97,181,early_blight,0.8503,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.153,1.98,182,early_blight,0.7438,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.163,1.99,183,late_blight,0.5099,False,,0,0,0,0,0,9.6
2026-02-24T16:57:47.174,2.0,184,early_blight,0.796,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.184,2.01,185,early_blight,0.9985,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.194,2.02,186,early_blight,0.9402,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.204,2.03,187,early_blight,0.6085,False,,0,0,0,0,0,9.4
2026-02-24T16:57:47.214,2.04,188,early_blight,0.9357,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.225,2.05,189,early_blight,0.5448,False,,0,0,0,0,0,9.6
2026-02-24T16:57:47.235,2.06,190,late_blight,0.8376,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.245,2.07,191,late_blight,0.8939,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.255,2.08,192,early_blight,0.9995,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.265,2.09,193,early_blight,0.9998,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.276,2.1,194,early_blight,0.9277,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.286,2.11,195,late_blight,0.7263,True,,0,0,0,0,0,9.3
2026-02-24T16:57:47.296,2.12,196,early_blight,0.9378,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.306,2.13,197,early_blight,0.9922,True,,0,0,0,0,0,9.4
